path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.md.stdout	syn36424514	Sample_1.Aligned.sortedByCoord.md.stdout	syn36424541	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.stderr	syn36424514	Sample_1.Aligned.sortedByCoord.out.stderr	syn36424610	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.md.metrics	syn36424514	Sample_1.Aligned.sortedByCoord.md.metrics	syn36424528	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.md.stderr	syn36424514	Sample_1.Aligned.sortedByCoord.md.stderr	syn36424534	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.md.bam.md5	syn36424514	Sample_1.Aligned.sortedByCoord.out.md.bam.md5	syn36424604	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.stdout	syn36424514	Sample_1.Aligned.sortedByCoord.out.stdout	syn36424615	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.bam.zapped	syn36424514	Sample_1.Aligned.sortedByCoord.out.bam.zapped	syn36424551	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.bam.RI	syn36424514	Sample_1.Aligned.sortedByCoord.out.bam.RI	syn36424543	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Chimeric.out.junction	syn36424514	Sample_1.Chimeric.out.junction	syn36424623	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Log.out	syn36424514	Sample_1.Log.out	syn36424652	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Log.progress.out	syn36424514	Sample_1.Log.progress.out	syn36424658	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Log.final.out	syn36424514	Sample_1.Log.final.out	syn36424643	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.alignment_summary_metrics	syn36424514	Sample_1.alignment_summary_metrics	syn36424688	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.base_distribution_by_cycle_metrics	syn36424514	Sample_1.base_distribution_by_cycle_metrics	syn36424725	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.base_distribution_by_cycle.pdf	syn36424514	Sample_1.base_distribution_by_cycle.pdf	syn36424700	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.md.bai	syn36424514	Sample_1.Aligned.sortedByCoord.out.md.bai	syn36424559	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.bam.bai	syn36424514	Sample_1.Aligned.sortedByCoord.out.bam.bai	syn36424548	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.SJ.out.tab	syn36424514	Sample_1.SJ.out.tab	syn36424673	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.gc_bias.detail_metrics	syn36424514	Sample_1.gc_bias.detail_metrics	syn36424758	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.md.bam.bai	syn36424514	Sample_1.Aligned.sortedByCoord.out.md.bam.bai	syn36424602	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.ReadsPerGene.out.tab	syn36424514	Sample_1.ReadsPerGene.out.tab	syn36424665	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.gc_bias.pdf	syn36424514	Sample_1.gc_bias.pdf	syn36424795	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.gc_bias.summary_metrics	syn36424514	Sample_1.gc_bias.summary_metrics	syn36424835	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.insert_size_histogram.pdf	syn36424514	Sample_1.insert_size_histogram.pdf	syn36424900	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.insert_size_metrics	syn36424514	Sample_1.insert_size_metrics	syn36424984	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.toTranscriptome.out.bam	syn36424514	Sample_1.Aligned.toTranscriptome.out.bam	syn36424619	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.quality_by_cycle_metrics	syn36424514	Sample_1.quality_by_cycle_metrics	syn36425177	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.quality_distribution.pdf	syn36424514	Sample_1.quality_distribution.pdf	syn36425313	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.quality_by_cycle.pdf	syn36424514	Sample_1.quality_by_cycle.pdf	syn36425066	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.quality_distribution_metrics	syn36424514	Sample_1.quality_distribution_metrics	syn36425388	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.read_length_histogram.pdf	syn36424514	Sample_1.read_length_histogram.pdf	syn36425394	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rna_metrics.pdf	syn36424514	Sample_1.rna_metrics.pdf	syn36425402	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rna_metrics	syn36424514	Sample_1.rna_metrics	syn36425399	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rna_metrics.stderr	syn36424514	Sample_1.rna_metrics.stderr	syn36425407	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.exon_cv.tsv	syn36424514	Sample_1.rnaseqc.exon_cv.tsv	syn36425416	True	text/tab-separated-values				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.gene_tpm.gct.stdout	syn36424514	Sample_1.rnaseqc.gene_tpm.gct.stdout	syn36425483	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.gene_tpm.gct.stderr	syn36424514	Sample_1.rnaseqc.gene_tpm.gct.stderr	syn36425476	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.stderr	syn36424514	Sample_1.stderr	syn36425493	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.gene_fragments.gct	syn36424514	Sample_1.rnaseqc.gene_fragments.gct	syn36425441	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.md.metrics	syn36424514	Sample_10.Aligned.sortedByCoord.md.metrics	syn36425501	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.gene_reads.gct	syn36424514	Sample_1.rnaseqc.gene_reads.gct	syn36425448	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.md.stderr	syn36424514	Sample_10.Aligned.sortedByCoord.md.stderr	syn36425507	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.md.stdout	syn36424514	Sample_10.Aligned.sortedByCoord.md.stdout	syn36425510	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.bam.RI	syn36424514	Sample_10.Aligned.sortedByCoord.out.bam.RI	syn36425513	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.gene_tpm.gct	syn36424514	Sample_1.rnaseqc.gene_tpm.gct	syn36425465	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.bam.bai	syn36424514	Sample_10.Aligned.sortedByCoord.out.bam.bai	syn36425524	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.bam.zapped	syn36424514	Sample_10.Aligned.sortedByCoord.out.bam.zapped	syn36425527	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.md.bam.md5	syn36424514	Sample_10.Aligned.sortedByCoord.out.md.bam.md5	syn36425554	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.stderr	syn36424514	Sample_10.Aligned.sortedByCoord.out.stderr	syn36425563	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.md.bai	syn36424514	Sample_10.Aligned.sortedByCoord.out.md.bai	syn36425540	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.md.bam.bai	syn36424514	Sample_10.Aligned.sortedByCoord.out.md.bam.bai	syn36425550	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.stdout	syn36424514	Sample_10.Aligned.sortedByCoord.out.stdout	syn36425568	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Chimeric.out.junction	syn36424514	Sample_10.Chimeric.out.junction	syn36425588	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Log.out	syn36424514	Sample_10.Log.out	syn36425616	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Log.final.out	syn36424514	Sample_10.Log.final.out	syn36425609	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Log.progress.out	syn36424514	Sample_10.Log.progress.out	syn36425622	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.alignment_summary_metrics	syn36424514	Sample_10.alignment_summary_metrics	syn36425638	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.SJ.out.tab	syn36424514	Sample_10.SJ.out.tab	syn36425629	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.base_distribution_by_cycle.pdf	syn36424514	Sample_10.base_distribution_by_cycle.pdf	syn36425643	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.ReadsPerGene.out.tab	syn36424514	Sample_10.ReadsPerGene.out.tab	syn36425624	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.base_distribution_by_cycle_metrics	syn36424514	Sample_10.base_distribution_by_cycle_metrics	syn36425649	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.rnaseqc.exon_reads.gct	syn36424514	Sample_1.rnaseqc.exon_reads.gct	syn36425429	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.gc_bias.detail_metrics	syn36424514	Sample_10.gc_bias.detail_metrics	syn36425652	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.gc_bias.pdf	syn36424514	Sample_10.gc_bias.pdf	syn36425660	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.gc_bias.summary_metrics	syn36424514	Sample_10.gc_bias.summary_metrics	syn36425672	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.insert_size_histogram.pdf	syn36424514	Sample_10.insert_size_histogram.pdf	syn36425685	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.insert_size_metrics	syn36424514	Sample_10.insert_size_metrics	syn36425692	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.quality_by_cycle.pdf	syn36424514	Sample_10.quality_by_cycle.pdf	syn36425695	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.quality_distribution_metrics	syn36424514	Sample_10.quality_distribution_metrics	syn36425719	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.quality_by_cycle_metrics	syn36424514	Sample_10.quality_by_cycle_metrics	syn36425700	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.quality_distribution.pdf	syn36424514	Sample_10.quality_distribution.pdf	syn36425708	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rna_metrics	syn36424514	Sample_10.rna_metrics	syn36425784	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.read_length_histogram.pdf	syn36424514	Sample_10.read_length_histogram.pdf	syn36425748	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rna_metrics.pdf	syn36424514	Sample_10.rna_metrics.pdf	syn36425846	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rna_metrics.stderr	syn36424514	Sample_10.rna_metrics.stderr	syn36425908	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.exon_cv.tsv	syn36424514	Sample_10.rnaseqc.exon_cv.tsv	syn36426048	True	text/tab-separated-values				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.gene_tpm.gct.stdout	syn36424514	Sample_10.rnaseqc.gene_tpm.gct.stdout	syn36426535	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.gene_tpm.gct.stderr	syn36424514	Sample_10.rnaseqc.gene_tpm.gct.stderr	syn36426528	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.gene_reads.gct	syn36424514	Sample_10.rnaseqc.gene_reads.gct	syn36426472	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.md.metrics	syn36424514	Sample_11.Aligned.sortedByCoord.md.metrics	syn36426549	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.gene_fragments.gct	syn36424514	Sample_10.rnaseqc.gene_fragments.gct	syn36426318	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.stderr	syn36424514	Sample_10.stderr	syn36426539	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.gene_tpm.gct	syn36424514	Sample_10.rnaseqc.gene_tpm.gct	syn36426524	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.md.stderr	syn36424514	Sample_11.Aligned.sortedByCoord.md.stderr	syn36426557	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.md.stdout	syn36424514	Sample_11.Aligned.sortedByCoord.md.stdout	syn36426564	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.bam.RI	syn36424514	Sample_11.Aligned.sortedByCoord.out.bam.RI	syn36426573	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.toTranscriptome.out.bam	syn36424514	Sample_10.Aligned.toTranscriptome.out.bam	syn36425580	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.bam.zapped	syn36424514	Sample_11.Aligned.sortedByCoord.out.bam.zapped	syn36426592	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.bam.bai	syn36424514	Sample_11.Aligned.sortedByCoord.out.bam.bai	syn36426583	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.md.bam.md5	syn36424514	Sample_11.Aligned.sortedByCoord.out.md.bam.md5	syn36426627	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.stderr	syn36424514	Sample_11.Aligned.sortedByCoord.out.stderr	syn36426654	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.stdout	syn36424514	Sample_11.Aligned.sortedByCoord.out.stdout	syn36426663	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.md.bam.bai	syn36424514	Sample_11.Aligned.sortedByCoord.out.md.bam.bai	syn36426622	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.sortedByCoord.out.md.bai	syn36424514	Sample_11.Aligned.sortedByCoord.out.md.bai	syn36426600	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Chimeric.out.junction	syn36424514	Sample_11.Chimeric.out.junction	syn36426686	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.rnaseqc.exon_reads.gct	syn36424514	Sample_10.rnaseqc.exon_reads.gct	syn36426166	True	application/octet-stream				
